TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,NAME,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
NUP1629048,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\NFWE625.ATSPF,1990.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,NUP1629048,42507.0,engso,vägledning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,9.0,25.0,,,,,,,,,37.0,2.0,31.0,,,,,,,16.0,4.0,1.0,14.0,7.0,0.0,7.0,14.0,0.0,,,,,,,13.0,1.0,0.0,19.0,0.0,0.0,55.0,0.0,79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835616997199379984997854999999993599X,,,X4263172544188572788628465455224564467350000000000000000000000000000000000000000000180018001800620023004300250031002200240028005000370027003100450039003000700169005200260246004000700034009901080043006901080323004300390036030500570023013800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X423343322614524213514000000000232412252441433552144000000000225153254145533144424000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000000000001000100100000000100000100010000000000001000000000010088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431211422200000000000X,X0101010101010110111101011100011101111110001100110100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0001100011111010110101101010011010011101011011101110110100110111010011011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
NUP1535706,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\HOPV877.ATSPF,1994.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,NUP1535706,42466.0,engso,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,12.0,,,,,,,,,33.0,9.0,18.0,,,,,,,12.0,3.0,2.0,10.0,1.0,6.0,4.0,1.0,25.0,,,,,,,8.0,3.0,2.0,3.0,5.0,2.0,93.0,2.0,70.0,0.0,60.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282752835416999999999900000000000000000000X,,,X4263172144168572788328465457224464446345310000000000000000000000000000000000000000190022001700250032005100190214002300370022024300270052002600900027008301500146003200370090014700320130005301780051005701320032003300620103003900480099007500130079002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X421346322313563440000000000000262416256645464260000000000000665626256666666666666666616666X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000110000000000009999999999999999999999999999999900000001100000000100010000000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X322329232900000000000000000000X,X0101010101010110011101011100011101111110001101110101001110110111010010111011101111001110010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110100101110100101010110100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
NUP1515714,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\TUOC795.ATSPF,1972.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Annat,NUP1515714,42433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,7.0,,,89.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X0101010101010110101101011001011001010110001100110101011110110111010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,X1010010000100010010111100010101101101010100101010111100001111001011001101011101000111000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
NUP1619034,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\ZBIS960.ATSPF,1990.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,NUP1619034,42430.0,evjel,Vägledningsbatteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,18.0,,,,,,,,,26.0,1.0,20.0,,,,,,,17.0,0.0,3.0,13.0,4.0,5.0,10.0,4.0,6.0,,,,,,,16.0,0.0,0.0,14.0,0.0,0.0,93.0,1.0,101.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416627187000000000000000000000000X,,,X4263172544178572788628465450000000000000000000000000000000000000000000000000000000150018004402800018003700270170001500400032031800510028002600390026002300470642007300250090010600340024034600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X421343362614526423520000000000232416256441436262622100000000535326651562633634360000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431210000000000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001110010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010011101001010000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
NUP1619033,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\DXDS479.ATSPF,1993.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,NUP1619033,42409.0,engso,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,1.0,33.0,,,,,,,,,54.0,5.0,49.0,,,,,,,8.0,2.0,9.0,14.0,1.0,15.0,4.0,1.0,25.0,,,,,,,14.0,1.0,2.0,19.0,1.0,1.0,132.0,1.0,95.0,1.0,124.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416647187379984237854646400000000X,,,X4263172544188572788818465455224764467358318431787582786645100000000000000000000000220016001700270018002000210075001200200018005800240025001800380017001800530158008500310024002300330021005101140037001900170149002900190014014100830022007501780027001400520026002200210059004000470033006402490043003600630068002900420087000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X466663362654644466500000000000262416252441416662262666666666635326166666666666666666666666X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000999999999999999900100000000100009999999999999999001000000000010000001010000000000000000000100100000000000110010088888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342331491211422223000000000X,X0101010101010110111101011100011101111110001100110101001110110111000010111011101111001110010110001011010111010111011000011111010011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111000111101001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101101100011001101011101101101100101100100101011101110100111010100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
NUP1619028,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\SQTG178.ATSPF,1975.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Annat,NUP1619028,42388.0,evjel,Vägledningstest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0.0,24.0,,,,,,,,,43.0,11.0,40.0,,,,,,,10.0,8.0,0.0,8.0,5.0,11.0,4.0,3.0,18.0,,,,,,,8.0,12.0,0.0,7.0,4.0,0.0,30.0,0.0,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762831216147167377287000000000000000000X,,,X4263172544178774788828465451224364487377318431787562760000000000000000000000000000180026002600550020003600320059001800250025011100340025004500560017002700360089002300350032004000230037019900900017004600480085001600420032008800250023013900930029002900910034003100650051005000250034026601100028008900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X421313314454544414000000000000462411666411466666652356000000636366561666665666661662600000X,,X0100000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000100000000000000010000010001000000010000000000101000000000000000001100000000000010000000100010000000000010001100000000000000010001000000000011000100000000000100100000100000110000000000100011010000000000088888888888888888888888888888888X,X422243322440000000000000000000X,X0101010101010110111101011100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
NUP1619026,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\TWSE172.ATSPF,1994.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,NUP1619026,42382.0,engso,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,37.0,,,,,,,,,55.0,7.0,52.0,,,,,,,3.0,6.0,2.0,10.0,2.0,2.0,5.0,5.0,3.0,,,,,,,14.0,2.0,0.0,19.0,0.0,0.0,90.0,0.0,95.0,0.0,110.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384237854646512000000X,,,X4263172544158572788628465454224364457357318431787573786645627300000000000000000000200017001900220021002700150025001600260027015600270021002800310019002500250139002700180022005400220036002801480054003600400066001900230020013900870015002501310017001400480026002500250035005700330032014001990032002400550039002500280032003700610042000000000000000000000000000000000000000000000000000000000000000000000000X,,,X463516112320000000000000000000262412655415410000000000000000535625211631600000000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100000000001100000000000000000101001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431211422200000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111000011001101010101101111100101100100101111101110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
NUP1549021,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\GKGL532.ATSPF,1963.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,NUP1549021,42334.0,evjel,Vägledningsbatteriet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,36.0,,,,,,,,,55.0,4.0,49.0,,,,,,,28.0,1.0,0.0,17.0,5.0,0.0,24.0,6.0,0.0,,,,,,,13.0,1.0,0.0,12.0,1.0,0.0,155.0,0.0,117.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384237854990000000000X,,,X4263172544188578788828465453224664467358318431787572786345400000000000000000000000240025002600370021004100170083001600440025023400300023002002000015002200170235002600210017006100140020001801680020001500160202001800240013011700240020002202200025001900270031001700210029002900210017002901090026003200250092002000590035000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X421343322314524423124435525550232412252555313212242300000000335323231322233454235242421541X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000000000000000101001000000000010088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342221431200000000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011010111010111011000011111010011110011111001101010100101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100011111101011001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
NUP1549013,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\QWDP071.ATSPF,1975.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,NUP1549013,42313.0,engso,Vägledningsbatteriet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,14.0,,,,,,,,,20.0,5.0,9.0,,,,,,,3.0,3.0,3.0,6.0,4.0,1.0,1.0,3.0,7.0,,,,,,,8.0,2.0,0.0,10.0,2.0,0.0,38.0,1.0,63.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762819914677100000000000000000000000000X,,,X4265132444188572788428265000000000000000000000000000000000000000000000000000000000190028002401610026004200420056002401170040021900510257006401730049005601471014003800770052010100700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X452663642000000000000000000000342512232460000000000000000000326266366660000000000000000000X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000001001000000010000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X423344321431000000000000000000X,X0101010101010110101101011100011101110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011101001110101101010011010011101011011001110110100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
NUP1549014,Uppsala,Dator 02,ATS6-KAUH-HD8Y-6L,C:\Users\perssspc\Documents\ATS5\Personer\RPEY141.ATSPF,1992.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,NUP1549014,42313.0,evjel,Specialbatteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,0.0,22.0,,,,,,,,,42.0,8.0,35.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,17.0,2.0,0.0,112.0,1.0,100.0,3.0,128.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835616657143370000000000000000000000X,,,X4263172544178772788228165451224564477354318431787500000000000000000000000000000000160019009500510020004800260036001700230027009200260021002500390023004000500172003200220049009800270022007201440039001900330125001900260023006100490101016901340024002201380078003400480141008000400020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422344321431214422200000000000X,X0101010101010110111101011100011001111110001100110101001110110111010010111011101111001110010110001011010111010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010010101101010011010011101011011101010110100110111010011011011111010111101001010100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101010101101110100101000111100101111001011001101011101101111100101100100101111101110100111010100101110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
